candidate,rows,brier,delta_vs_915,delta_vs_046,prediction_mean,target_rate,prediction_bias,auc_macro,logloss,probability_min,probability_max,nan_count,inf_count,row_id_duplicates,worst_fold_brier
baseline_915,746504,0.24744102492400138,0.0,2.8849096900166962e-05,0.5116261214848459,0.5048546290441847,0.0067714924406612345,0.5502571356326775,0.6879302066464398,0.35030221219132657,0.7908515153816565,0,0,0,0.25086441827051154
count_state_046,746504,0.24741217582710123,-2.8849096900166962e-05,0.0,0.5114353345362483,0.5048546290441847,0.006580705492063809,0.5505046360098591,0.6878718031293048,0.3497719472641719,0.7950075250607103,0,0,0,0.2508085713597035
hand_matchup_047,746504,0.247353345873104,-8.767905089739358e-05,-5.882995399722661e-05,0.5113223799652177,0.5048546290441847,0.0064677509210331,0.5515785584993999,0.6877546630845529,0.33236495439695696,0.7946227001286348,0,0,0,0.25086928221738336
candidate_a_joint,746504,0.247353345873104,-8.767905089739358e-05,-5.882995399722661e-05,0.5113223799652177,0.5048546290441847,0.0064677509210331,0.5515785584993999,0.6877546630845529,0.33236495439695696,0.7946227001286348,0,0,0,0.25086928221738336
candidate_b_fixed_blend,746504,0.2473709017829323,-7.012314106907613e-05,-4.1274044168909176e-05,0.5113788572507331,0.5048546290441847,0.006524228206548482,0.5511939088959538,0.687788825608274,0.3458072704408677,0.7934317165122531,0,0,0,0.2508369991335882
