candidate,mean_brier,recent_weighted_brier,bss,worst_season_brier,brier_2022,brier_2023,brier_2024,mean_prediction,mean_prediction_std,recent_weighted_delta_vs_catboost,recent_weighted_delta_vs_unweighted_lgbm
lightgbm_unweighted,0.2476348616230791,0.24815487946303375,0.012439370803753236,0.25110373231369504,0.24358888836281975,0.25110373231369504,0.24821196419272257,0.5199463847726598,0.04431816837133103,-0.0005470297258067247,0.0
lightgbm_latest_weight_2,0.2476750873052224,0.24822658478532472,0.012154011300238188,0.2510437827763867,0.24359096539077169,0.2510437827763867,0.24839051374850873,0.5205646319965609,0.044263665448200464,-0.0004753244035157478,7.170532229097693e-05
catboost_seed777_champion,0.24825772416919234,0.24870190918884047,0.010262403655753927,0.25324910429285075,0.24344952068792622,0.25324910429285075,0.24807454752680003,0.5161444198992632,0.05934587171001321,0.0,0.0005470297258067247
